date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:44:51	17468/17468	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:14:12%20GMT	https://lmpixels.com/demo/leven-html-new/dark/resume.html	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/resume.html	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:51	15914/15914	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:16:54%20GMT	https://lmpixels.com/demo/leven-html-new/dark/portfolio.html	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/portfolio.html	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:52	15912/15912	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:17:10%20GMT	https://lmpixels.com/demo/leven-html-new/dark/portfolio-2-columns.html	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/portfolio-2-columns.html	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:52	15913/15913	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:17:28%20GMT	https://lmpixels.com/demo/leven-html-new/dark/portfolio-4-columns.html	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/portfolio-4-columns.html	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:52	15913/15913	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:17:46%20GMT	https://lmpixels.com/demo/leven-html-new/dark/portfolio-5-columns.html	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/portfolio-5-columns.html	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:52	14028/14028	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:15:22%20GMT	https://lmpixels.com/demo/leven-html-new/dark/blog.html	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/blog.html	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:53	14030/14030	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:16:08%20GMT	https://lmpixels.com/demo/leven-html-new/dark/blog-3-columns.html	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/blog-3-columns.html	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:53	11663/11663	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202020%2015:16:16%20GMT	https://lmpixels.com/demo/leven-html-new/dark/contact.html	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/contact.html	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:54	219889/219889	---M--	200	added ('OK')	image/jpeg	etag:%225e85d51a-35af1%22	https://lmpixels.com/demo/leven-html-new/dark/img/main_photo.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/main_photo.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:54	14072/14072	---M--	200	added ('OK')	image/jpeg	etag:%225e89a658-36f8%22	https://lmpixels.com/demo/leven-html-new/dark/img/testimonials/testimonial-1.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/testimonials/testimonial-1.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:54	13431/13431	---M--	200	added ('OK')	image/jpeg	etag:%225e89a65c-3477%22	https://lmpixels.com/demo/leven-html-new/dark/img/testimonials/testimonial-2.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/testimonials/testimonial-2.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:54	18623/18623	---M--	200	added ('OK')	image/jpeg	etag:%225e89a660-48bf%22	https://lmpixels.com/demo/leven-html-new/dark/img/testimonials/testimonial-3.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/testimonials/testimonial-3.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:55	2783/2783	---M--	200	added ('OK')	image/png	etag:%225e4e4896-adf%22	https://lmpixels.com/demo/leven-html-new/dark/img/clients/client-1.png	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/clients/client-1.png	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:55	2295/2295	---M--	200	added ('OK')	image/png	etag:%225e4e48a0-8f7%22	https://lmpixels.com/demo/leven-html-new/dark/img/clients/client-2.png	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/clients/client-2.png	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:56	3079/3079	---M--	200	added ('OK')	image/png	etag:%225e4e48a4-c07%22	https://lmpixels.com/demo/leven-html-new/dark/img/clients/client-3.png	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/clients/client-3.png	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:56	2528/2528	---M--	200	added ('OK')	image/png	etag:%225e4e48aa-9e0%22	https://lmpixels.com/demo/leven-html-new/dark/img/clients/client-4.png	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/clients/client-4.png	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:56	2808/2808	---M--	200	added ('OK')	image/png	etag:%225e4e48b6-af8%22	https://lmpixels.com/demo/leven-html-new/dark/img/clients/client-5.png	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/clients/client-5.png	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:57	1500/1500	---M--	200	added ('OK')	image/png	etag:%225e4e48b2-5dc%22	https://lmpixels.com/demo/leven-html-new/dark/img/clients/client-6.png	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/clients/client-6.png	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:57	2125/2125	---M--	200	added ('OK')	image/png	etag:%225e4e48bc-84d%22	https://lmpixels.com/demo/leven-html-new/dark/img/clients/client-7.png	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/clients/client-7.png	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:58	84322/84322	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c02818-14962%22	https://lmpixels.com/demo/leven-html-new/dark/js/jquery-2.1.3.min.js	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/js/jquery-2.1.3.min.js	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:58	5441/5441	---MCZ	200	added ('OK')	application/javascript	etag:W/%225890d244-1541%22	https://lmpixels.com/demo/leven-html-new/dark/js/imagesloaded.pkgd.min.js	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/js/imagesloaded.pkgd.min.js	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:58	850/850	---MC-	200	added ('OK')	text/javascript	date:Tue,%2001%20Mar%202022%2007:14:58%20GMT	https://www.google.com/recaptcha/api.js	G:/Ambati%20New%20CV/www.google.com/recaptcha/api.js	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:59	60010/60010	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddfcdf0-ea6a%22	https://lmpixels.com/demo/leven-html-new/dark/js/bootstrap.min.js	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/js/bootstrap.min.js	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:59	14462/14462	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b884a-387e%22	https://lmpixels.com/demo/leven-html-new/dark/js/jquery.shuffle.min.js	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/js/jquery.shuffle.min.js	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:44:59	23601/23601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b5000-5c31%22	https://lmpixels.com/demo/leven-html-new/dark/js/masonry.pkgd.min.js	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/js/masonry.pkgd.min.js	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:45:00	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258b6c1e0-a70e%22	https://lmpixels.com/demo/leven-html-new/dark/js/owl.carousel.min.js	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/js/owl.carousel.min.js	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:45:00	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c83aa6-4ef8%22	https://lmpixels.com/demo/leven-html-new/dark/js/jquery.magnific-popup.min.js	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/js/jquery.magnific-popup.min.js	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:45:00	7350/7350	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256efffa2-26e3%22	https://lmpixels.com/demo/leven-html-new/dark/js/jquery.googlemap.js	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/js/jquery.googlemap.js	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:45:01	9046/9046	---MCZ	200	added ('OK')	application/javascript	etag:W/%225899cb40-2d44%22	https://lmpixels.com/demo/leven-html-new/dark/js/validator.js	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/js/validator.js	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:45:01	6116/6116	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e9ec494-17e4%22	https://lmpixels.com/demo/leven-html-new/dark/js/main.js	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/js/main.js	(from https://lmpixels.com/demo/leven-html-new/dark/index.html)
12:45:01	601/601	---MC-	302	error ('Found')	text/html	date:Tue,%2001%20Mar%202022%2007:15:01%20GMT	https://lmpixels.com/demo/leven-html-new/dark/css/owl.video.play.png	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/owl.video.play.png	(from https://lmpixels.com/demo/leven-html-new/dark/css/owl.carousel.css)
12:45:02	7028/7028	---MCZ	200	added ('OK')	text/css	etag:W/%22556070f6-2098%22	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/style.css	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/style.css	(from https://lmpixels.com/demo/leven-html-new/dark/css/main.css)
12:45:02	57333/57333	---MCZ	200	added ('OK')	text/css	etag:W/%225e39dcac-dff5%22	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	(from https://lmpixels.com/demo/leven-html-new/dark/css/main.css)
12:45:03	150363/150363	---MCZ	200	added ('OK')	text/css	etag:W/%225e85cc90-24daf%22	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linecons/style.css	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/linecons/style.css	(from https://lmpixels.com/demo/leven-html-new/dark/css/main.css)
12:45:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Mar%202022%2007:15:04%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	G:/Ambati%20New%20CV/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.2c.delayed	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
12:45:04	49371/49371	---M--	200	added ('OK')	image/png	etag:%225e85d428-c0db%22	https://lmpixels.com/demo/leven-html-new/dark/img/main_bg.png	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/main_bg.png	(from https://lmpixels.com/demo/leven-html-new/dark/css/main.css)
12:45:05	19247/19247	---M--	200	added ('OK')	image/jpeg	etag:%225dedf95f-4b2f%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	G:/Ambati%20New%20CV/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
12:45:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2001%20Mar%202022%2007:15:05%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	G:/Ambati%20New%20CV/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
12:45:07	1592/1592	---M--	200	added ('OK')	image/png	etag:%225dee27e9-638%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	G:/Ambati%20New%20CV/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	(from https://lmpixels.com/demo/leven-html-new/dark/resume.html)
12:45:07	18433/18433	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-4801%22	https://lmpixels.com/demo/leven-html-new/dark/img/portfolio/1.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/portfolio/1.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:07	4560/4560	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2014:14:44%20GMT	https://lmpixels.com/demo/leven-html-new/dark/portfolio-project-2.html	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/portfolio-project-2.html	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:08	24157/24157	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-5e5d%22	https://lmpixels.com/demo/leven-html-new/dark/img/portfolio/2.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/portfolio/2.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:08	40105/40105	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-9ca9%22	https://lmpixels.com/demo/leven-html-new/dark/img/portfolio/3.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/portfolio/3.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:09	152865/152865	---M--	200	added ('OK')	image/jpeg	etag:%225de90e08-25521%22	https://lmpixels.com/demo/leven-html-new/dark/img/portfolio/full/3.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/portfolio/full/3.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:09	43473/43473	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-a9d1%22	https://lmpixels.com/demo/leven-html-new/dark/img/portfolio/4.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/portfolio/4.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:09	44915/44915	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-af73%22	https://lmpixels.com/demo/leven-html-new/dark/img/portfolio/5.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/portfolio/5.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:10	41607/41607	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-a287%22	https://lmpixels.com/demo/leven-html-new/dark/img/portfolio/6.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/portfolio/6.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:10	26167/26167	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-6637%22	https://lmpixels.com/demo/leven-html-new/dark/img/portfolio/7.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/portfolio/7.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:10	4560/4560	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2014:14:28%20GMT	https://lmpixels.com/demo/leven-html-new/dark/portfolio-project-1.html	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/portfolio-project-1.html	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:11	38446/38446	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-962e%22	https://lmpixels.com/demo/leven-html-new/dark/img/portfolio/8.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/portfolio/8.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:11	38685/38685	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-971d%22	https://lmpixels.com/demo/leven-html-new/dark/img/portfolio/9.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/portfolio/9.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:11	146586/146586	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-23c9a%22	https://lmpixels.com/demo/leven-html-new/dark/img/portfolio/full/5.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/portfolio/full/5.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/portfolio.html)
12:45:12	13673/13673	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202020%2018:16:22%20GMT	https://lmpixels.com/demo/leven-html-new/dark/blog-post-1.html	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/blog-post-1.html	(from https://lmpixels.com/demo/leven-html-new/dark/blog.html)
12:45:12	44193/44193	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-aca1%22	https://lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_1.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_1.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/blog.html)
12:45:12	76262/76262	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0c-129e6%22	https://lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_2.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_2.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/blog.html)
12:45:13	96117/96117	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-17775%22	https://lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_3.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_3.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/blog.html)
12:45:14	60364/60364	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0c-ebcc%22	https://lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_4.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_4.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/blog.html)
12:45:14	88976/88976	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-15b90%22	https://lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_5.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_5.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/blog.html)
12:45:14	50142/50142	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0c-c3de%22	https://lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_6.jpg	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/img/blog/blog_post_6.jpg	(from https://lmpixels.com/demo/leven-html-new/dark/blog.html)
12:45:15	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226216a237-4d7%22	https://lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	G:/Ambati%20New%20CV/lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://lmpixels.com/demo/leven-html-new/dark/contact.html)
12:45:15	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2002:30:30%20GMT	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?w118d	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.eot	(from https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/style.css)
12:45:15	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2002:30:30%20GMT	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Freed41d.eot	(from https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/style.css)
12:45:16	21780/21780	---M--	200	added ('OK')	font/woff2	etag:%22556137cc-5514%22	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff2?w118d	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff2	(from https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/style.css)
12:45:16	55696/55696	---M--	200	added ('OK')	font/woff	etag:%22556137c6-d990%22	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff?w118d	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff	(from https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/style.css)
12:45:17	55620/55620	---M--	200	added ('OK')	application/octet-stream	etag:%22556137c6-d944%22	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Free.ttf?w118d	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.ttf	(from https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/style.css)
12:45:17	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22556137c6-32417%22	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Free.svg?w118d	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.svg	(from https://lmpixels.com/demo/leven-html-new/dark/css/fonts/linear-icons-font/style.css)
12:45:17	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	(from https://lmpixels.com/demo/leven-html-new/dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
12:45:18	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot?	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400d41d.eot	(from https://lmpixels.com/demo/leven-html-new/dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
12:45:18	76548/76548	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-12b04%22	https://lmpixels.com/demo/leven-html-new/dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	G:/Ambati%20New%20CV/lmpixels.com/demo/leven-html-new/dark/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	(from https://lmpixels.com/demo/leven-html-new/dark/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
